index,sample,fpl,SWB_2,FWBscore,FWB1_1,FWB1_2,FWB1_5,FWB2_3,FSscore,MANAGE1_1,MANAGE1_2,MANAGE1_3,SAVEHABIT,ENDSMEET,HOUSING,HOUSERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_5,PRODUSE_1,VOLATILITY,MATHARDSHIP_3,COLLECT,REJECTED_1,SHOCKS_8,MATERIALISM_3,HEALTH,PPEDUC,EMPLOY,agecat,generation,PPETHM,PPGENDER,PPINCIMP,PPMARIT,Util_cutoff_no_pay,Property taxes Mean,Mortgage interest and charges Mean,"Utilities, fuels, and public services Mean",Telephone services Mean,"Residential phone service, VOIP, and phone cards Mean",Cellular phone service Mean,Health insurance Mean,Education Mean
5545,2,4,7,66,4,6,5,2,60,6,4,6,7,2,2,8,4,6,2,2,2,1,1,3,2,1,1,1,3,5,4,3,5,4,2,2,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
5547,3,4,8,87,6,6,2,2,76,6,6,6,7,2,2,2,100,99,2,2,2,2,1,2,2,1,1,1,3,5,5,3,7,3,2,3,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
5550,3,4,8,76,5,6,2,2,67,6,2,6,6,2,2,2,0,8,2,1,2,2,1,2,2,1,1,1,2,5,4,9,9,2,2,3,5,3,2,2055,3598,3932,1450,161,1289,3236,1469
5551,2,4,7,50,4,4,4,4,43,4,4,4,6,2,2,6,2,7,1,1,1,1,1,2,2,1,1,1,4,4,3,3,4,5,5,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
5552,2,4,6,53,4,3,4,3,53,6,6,6,6,3,2,4,2,6,2,2,2,2,1,3,2,1,1,1,2,5,5,4,6,3,2,3,6,2,2,3687,2754,4249,1438,289,1149,3566,2370
5554,3,3,0,96,6,6,2,2,86,6,6,6,7,2,2,100,100,100,2,2,2,1,1,2,2,1,1,1,4,4,3,9,7,3,2,2,2,2,2,1545,2558,4092,1413,197,1216,3444,1143
5555,2,4,8,66,5,5,3,3,59,6,5,6,6,2,2,7,4,6,2,2,2,1,1,2,2,1,1,1,4,4,4,3,5,4,2,2,7,4,2,2055,3598,3932,1450,161,1289,3236,1469
5557,3,3,7,62,6,5,5,2,51,6,5,5,5,2,2,100,100,7,1,2,1,2,1,2,2,1,1,2,4,5,5,9,9,2,2,3,5,3,2,2055,3598,3932,1450,161,1289,3236,1469
5558,2,3,5,49,3,3,3,4,45,4,4,4,3,4,2,6,3,2,2,2,2,1,1,2,3,1,1,1,3,2,3,3,6,3,2,2,6,2,2,2055,3598,3932,1450,161,1289,3236,1469
5559,2,4,8,87,6,6,2,2,86,6,6,6,7,2,2,0,2,8,1,1,1,1,1,3,2,1,1,1,4,4,4,2,3,5,2,3,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
5560,2,4,6,48,4,4,4,4,43,6,5,4,5,2,2,8,4,5,1,2,2,2,1,2,2,2,1,1,4,4,4,3,5,3,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
5561,2,4,7,76,5,5,6,2,55,6,6,6,6,2,2,5,3,7,2,1,2,1,1,3,2,1,1,1,4,5,5,2,5,3,2,2,5,5,2,1545,2558,4092,1413,197,1216,3444,1143
5563,3,3,7,64,4,5,2,3,54,6,6,6,7,2,2,3,2,6,2,1,1,1,1,2,2,1,1,1,5,5,3,9,9,2,5,2,3,3,2,2055,3598,3932,1450,161,1289,3236,1469
5564,2,4,8,58,5,5,3,3,59,6,6,6,7,2,2,7,3,99,2,2,2,1,1,2,2,1,1,1,2,5,5,3,5,4,4,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
5568,2,4,5,62,5,5,2,3,79,6,5,5,6,2,2,6,3,6,2,2,2,2,1,2,2,1,1,2,3,4,5,3,6,3,2,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
5569,2,4,3,81,6,6,2,2,73,6,5,6,7,2,2,6,100,8,2,1,2,2,1,3,2,1,1,1,4,5,5,9,7,3,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
5570,2,4,7,41,4,4,6,3,51,6,6,5,5,2,2,6,3,6,2,2,2,2,1,2,2,1,1,1,5,5,5,3,5,3,2,2,8,4,2,3687,2754,4249,1438,289,1149,3566,2370
5571,2,4,7,52,2,3,3,4,30,4,4,2,3,3,2,7,3,4,2,2,2,2,1,3,2,2,1,1,2,5,6,9,6,3,2,3,8,5,2,3687,2754,4249,1438,289,1149,3566,2370
5572,2,4,7,75,6,4,2,2,70,6,6,6,7,2,2,2,2,100,2,2,2,1,1,2,2,1,1,1,4,3,3,9,7,3,4,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
5573,2,4,6,65,4,4,3,2,48,6,5,6,3,2,2,4,3,5,2,1,2,2,1,2,2,1,1,1,4,6,4,9,8,3,2,2,7,4,2,3687,2754,4249,1438,289,1149,3566,2370
5575,2,3,8,60,3,3,4,2,59,6,5,4,5,3,2,4,3,4,2,2,1,1,1,2,2,1,1,1,3,5,3,3,5,4,2,2,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
5577,3,4,7,68,6,5,3,2,55,6,6,6,7,2,2,100,2,8,2,2,2,2,1,2,2,1,1,1,3,5,6,2,8,3,2,2,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
5578,2,4,7,59,4,5,3,3,56,6,5,5,6,3,2,8,4,6,2,2,2,2,1,3,2,1,1,1,4,5,4,3,6,3,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
5580,2,4,2,70,6,4,3,2,43,6,6,6,7,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,4,2,5,9,6,3,2,3,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
5581,3,4,7,67,3,5,5,3,39,6,5,3,5,2,2,6,3,100,2,1,2,2,1,2,2,1,1,1,4,3,4,9,9,2,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
5582,2,2,5,60,3,4,4,3,54,6,6,6,7,2,2,7,3,6,2,2,2,2,1,2,2,1,1,1,2,5,2,4,5,4,5,3,2,4,2,1545,2558,4092,1413,197,1216,3444,1143
5583,2,4,7,55,4,4,3,4,54,6,5,4,6,2,2,7,4,6,1,1,1,2,1,2,2,1,1,1,3,5,5,3,4,4,5,2,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
5584,2,4,6,58,4,4,5,3,57,6,5,5,7,0,2,100,100,100,2,1,1,2,1,2,2,1,1,1,0,5,3,4,7,3,2,3,6,2,2,3687,2754,4249,1438,289,1149,3566,2370
5585,2,3,5,33,2,2,5,5,36,6,3,2,3,2,2,99,2,4,2,2,1,1,1,2,2,1,1,1,3,5,3,4,3,5,5,3,2,4,2,1545,2558,4092,1413,197,1216,3444,1143
5586,3,4,0,51,5,5,4,3,55,6,5,6,5,3,2,4,3,6,2,2,2,1,1,3,2,1,1,1,2,4,4,9,9,2,2,3,4,4,2,2055,3598,3932,1450,161,1289,3236,1469
5587,3,4,6,81,6,6,2,2,58,6,6,6,6,2,2,2,2,8,2,1,2,2,1,2,2,1,1,1,3,4,5,9,8,3,2,2,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
5589,2,4,7,51,5,4,4,3,37,5,4,5,4,2,2,100,100,7,2,2,2,1,1,2,2,1,1,1,3,3,2,9,9,2,2,3,6,3,2,1545,2558,4092,1413,197,1216,3444,1143
5590,3,4,8,85,6,6,2,2,55,6,4,6,5,2,2,99,2,8,2,2,2,2,1,2,2,1,1,1,5,4,3,9,9,2,2,3,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
5591,2,3,6,48,4,4,5,3,59,5,5,2,4,3,2,5,3,4,2,2,2,1,1,2,2,1,1,1,3,4,3,3,4,4,2,2,4,4,2,2206,2286,3943,1332,197,1134,3669,1107
5592,2,4,7,82,5,5,2,2,48,6,5,6,6,2,2,100,100,7,2,1,2,2,1,2,2,1,1,1,4,5,5,9,9,2,3,3,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
5594,3,4,8,76,5,6,5,2,61,6,5,6,7,2,2,100,100,7,2,2,2,1,1,2,2,1,1,1,3,5,4,9,8,2,2,2,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
5595,2,4,5,50,5,5,4,4,58,5,5,5,6,3,2,6,3,6,2,2,2,2,1,3,2,1,1,1,3,5,4,100,7,3,2,3,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
5596,3,4,7,67,4,4,4,2,59,6,5,4,6,2,2,5,3,100,1,2,2,1,1,2,2,1,1,1,4,5,4,9,8,3,2,3,8,4,2,2055,3598,3932,1450,161,1289,3236,1469
5597,2,4,7,70,5,5,2,2,58,6,6,6,7,2,2,3,2,7,2,2,2,1,1,2,2,1,1,1,3,5,5,9,7,3,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
5598,2,4,8,59,4,6,5,3,77,5,5,3,5,2,2,2,2,6,2,2,2,2,1,2,2,1,1,1,3,4,3,9,7,3,3,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
5600,3,4,6,59,4,4,4,2,48,5,5,5,5,2,2,100,100,100,2,2,2,1,1,2,2,1,1,1,2,4,4,9,8,2,3,3,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
5601,2,4,7,58,4,5,4,3,59,6,5,3,6,3,2,4,2,5,2,1,2,1,1,2,2,1,1,1,4,5,3,3,6,3,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
5602,2,4,6,58,4,5,4,2,54,6,5,4,3,2,2,4,3,5,2,2,2,1,1,2,2,1,1,1,4,4,3,3,6,3,2,2,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
5603,2,4,7,71,5,5,3,2,47,6,6,6,6,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,4,3,5,5,9,2,2,3,7,3,2,2055,3598,3932,1450,161,1289,3236,1469
5605,2,4,3,62,6,5,3,3,58,6,5,4,7,2,2,6,3,5,2,1,2,1,1,3,2,2,1,1,3,5,4,3,6,3,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
5606,3,4,5,55,3,4,3,3,41,6,4,3,7,3,2,6,3,6,2,2,2,1,1,2,2,1,1,1,2,3,5,9,7,3,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
5607,3,2,6,53,3,3,4,4,58,5,5,2,6,3,2,0,100,5,2,2,2,2,1,3,2,1,1,1,3,4,3,9,7,3,2,3,2,2,2,1545,2558,4092,1413,197,1216,3444,1143
5609,3,4,6,58,5,5,5,2,59,6,6,6,6,2,2,2,2,7,2,2,2,2,1,2,2,1,1,1,3,4,3,9,7,3,2,3,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
5610,2,4,0,74,4,5,2,3,60,6,6,6,7,2,2,2,2,6,2,2,2,1,1,2,2,1,1,1,3,3,4,2,9,2,2,3,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
5611,2,4,6,50,4,4,4,3,48,6,5,5,5,3,2,6,3,6,2,2,2,1,1,4,2,1,1,1,3,5,4,3,5,4,2,3,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
5612,2,4,8,64,5,6,5,2,58,6,6,6,6,2,2,100,100,7,1,1,1,1,1,3,2,1,1,2,3,6,6,9,9,2,2,3,10,3,2,1545,2558,4092,1413,197,1216,3444,1143
5614,3,4,5,53,5,4,4,3,59,6,6,5,7,3,2,5,3,100,2,2,1,1,1,4,2,1,1,1,4,6,3,9,7,3,3,3,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
5616,2,4,6,53,3,3,4,3,40,6,5,6,3,3,2,5,3,7,2,1,1,1,1,2,2,1,1,2,3,2,2,9,9,2,2,2,4,2,2,2055,3598,3932,1450,161,1289,3236,1469
5617,2,3,8,60,5,5,5,2,52,6,6,6,7,2,2,100,100,6,1,2,1,2,1,2,2,1,1,1,4,4,3,9,9,2,2,2,3,2,2,2206,2286,3943,1332,197,1134,3669,1107
5618,2,4,6,45,3,4,4,4,47,6,6,6,6,3,2,6,3,2,2,2,2,2,1,2,2,1,1,1,3,4,2,5,5,3,2,3,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
5619,2,4,7,62,4,4,2,2,57,6,5,6,6,2,2,2,2,6,2,2,2,1,1,4,2,1,1,1,2,5,3,5,4,4,2,3,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
5621,2,4,6,56,3,4,4,3,47,6,5,6,6,2,2,2,2,6,2,1,2,2,1,2,2,1,1,1,2,3,4,9,7,3,2,2,4,2,2,2055,3598,3932,1450,161,1289,3236,1469
5622,3,4,7,72,5,5,2,2,50,6,6,6,5,2,2,99,100,8,2,2,2,2,1,2,2,1,1,1,2,5,4,9,9,2,2,3,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
5624,2,4,6,45,2,3,6,2,45,6,4,2,2,3,2,2,2,2,2,1,2,1,1,2,2,1,1,1,4,4,3,3,4,4,2,3,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
5625,2,4,6,57,4,4,3,3,47,6,4,5,5,2,2,6,3,8,2,2,2,1,1,3,2,2,1,1,4,4,4,2,6,3,2,2,10,2,2,3687,2754,4249,1438,289,1149,3566,2370
5626,2,4,7,61,5,4,3,3,59,5,5,3,5,2,2,8,4,5,2,2,2,1,1,2,2,1,1,1,5,5,5,3,3,5,5,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
5627,3,3,6,34,2,2,6,6,42,5,4,2,4,3,2,5,3,4,2,1,1,1,1,3,2,2,1,1,2,4,4,7,7,3,2,2,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
5628,2,4,5,87,5,5,2,2,80,6,6,6,7,2,2,100,100,100,2,2,2,2,1,3,2,1,1,1,5,6,3,9,7,3,2,3,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
5630,2,2,7,68,4,5,2,2,83,6,6,6,7,2,2,100,100,100,2,1,1,1,1,3,2,1,1,1,3,5,5,9,5,3,5,2,2,5,2,1545,2558,4092,1413,197,1216,3444,1143
5631,2,4,6,39,2,4,5,5,43,6,4,3,3,3,2,7,4,5,2,1,2,1,1,3,2,1,2,1,4,4,2,3,5,4,5,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
5632,2,4,8,79,5,6,2,2,74,6,5,5,7,2,2,8,2,6,2,2,2,2,1,2,2,1,1,1,4,4,6,9,9,2,3,2,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
5633,3,4,7,66,5,5,2,2,59,6,2,6,7,2,2,7,4,99,2,1,2,1,1,2,2,1,1,1,0,5,5,9,7,3,2,3,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
5634,2,4,8,65,5,4,4,2,58,6,5,3,6,2,2,6,3,6,2,2,2,2,1,2,2,1,1,1,4,4,4,9,7,3,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
5635,2,2,6,55,5,6,5,2,59,6,5,5,6,2,2,99,99,6,2,1,2,1,1,2,2,1,1,1,3,5,3,3,5,3,5,3,2,5,2,1545,2558,4092,1413,197,1216,3444,1143
5638,2,4,7,60,5,5,2,3,57,6,6,5,6,2,2,6,3,5,2,1,2,2,1,2,2,1,1,1,3,4,4,3,5,3,2,2,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
5640,2,4,5,48,3,3,5,3,44,6,5,2,6,3,2,4,3,6,2,2,2,1,1,3,2,1,1,1,2,4,4,5,7,3,2,3,3,2,2,1545,2558,4092,1413,197,1216,3444,1143
5641,3,4,8,55,4,3,3,3,31,6,5,2,5,2,2,5,2,100,2,1,2,1,1,2,2,1,1,1,2,5,4,9,7,3,2,3,5,4,2,2055,3598,3932,1450,161,1289,3236,1469
5643,2,4,5,35,3,3,6,5,31,3,3,3,2,3,2,6,99,5,2,2,2,2,1,2,2,2,1,1,2,5,5,3,5,4,2,3,10,2,2,3687,2754,4249,1438,289,1149,3566,2370
5647,2,4,7,55,4,4,4,4,56,5,5,4,6,2,2,6,3,100,2,2,2,1,1,3,2,1,2,1,3,5,5,2,6,3,3,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
5651,2,4,5,69,5,5,2,2,55,6,6,6,7,2,2,2,2,8,2,1,1,1,1,2,2,1,1,1,2,4,5,9,6,3,2,2,8,5,2,2055,3598,3932,1450,161,1289,3236,1469
5652,2,4,5,62,4,4,3,2,46,6,5,5,7,3,2,3,2,5,2,2,2,2,1,2,2,1,1,1,3,3,5,7,7,3,2,3,5,2,2,3687,2754,4249,1438,289,1149,3566,2370
5654,2,4,7,50,3,3,4,4,56,6,5,3,4,3,2,6,3,6,2,2,2,1,1,3,2,1,1,1,4,5,4,4,4,4,2,3,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
5655,2,3,7,60,3,4,5,2,41,6,4,2,5,3,2,2,2,5,1,2,2,2,1,2,2,2,1,1,2,3,3,9,9,2,5,2,3,2,2,2055,3598,3932,1450,161,1289,3236,1469
5657,3,4,5,52,4,3,5,3,44,6,5,5,7,2,2,4,3,6,2,1,2,2,1,2,2,1,1,1,2,5,3,9,9,2,2,2,3,2,2,2055,3598,3932,1450,161,1289,3236,1469
5660,2,4,2,48,4,3,4,3,45,6,5,3,4,2,2,2,2,8,2,1,1,2,1,2,2,1,1,1,3,5,3,9,7,3,2,3,6,2,2,2055,3598,3932,1450,161,1289,3236,1469
5661,2,4,6,63,5,5,5,2,59,6,5,5,5,2,2,4,2,100,2,1,1,1,1,2,2,1,1,1,4,5,4,9,7,3,2,3,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
5662,3,4,7,85,6,5,2,2,57,6,6,6,6,2,2,2,2,3,2,1,2,1,1,2,2,1,1,1,4,5,6,9,8,3,2,3,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
5663,3,4,6,64,5,5,5,2,60,6,6,5,7,2,2,100,100,6,2,2,2,2,1,2,2,1,1,1,3,5,4,3,7,3,2,3,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
5665,2,4,7,57,4,5,4,2,59,6,5,3,6,2,2,3,2,6,2,1,2,2,1,3,2,1,1,1,3,5,4,4,6,3,2,2,6,4,2,1545,2558,4092,1413,197,1216,3444,1143
5666,2,4,8,68,4,6,2,2,75,6,5,6,7,2,2,6,3,6,2,1,1,1,1,2,2,1,1,1,0,6,6,3,4,4,2,3,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
5667,3,4,5,62,6,5,5,3,43,6,4,6,3,2,2,100,100,6,2,2,2,2,1,2,2,1,1,1,3,5,3,9,8,2,2,2,7,3,2,2206,2286,3943,1332,197,1134,3669,1107
5670,2,4,5,64,5,4,4,2,46,6,5,2,5,2,2,5,2,7,2,1,2,2,1,2,2,1,1,1,4,4,3,3,6,3,2,2,9,6,2,3687,2754,4249,1438,289,1149,3566,2370
5671,3,4,6,53,3,4,4,4,36,4,4,2,5,4,2,6,3,4,2,2,2,2,1,2,2,2,2,1,3,4,4,3,7,3,2,3,6,4,2,2206,2286,3943,1332,197,1134,3669,1107
5672,2,2,5,86,6,6,2,2,59,6,5,6,7,2,2,2,2,8,2,1,2,2,1,2,2,1,1,1,4,3,4,9,7,3,2,2,2,4,2,1545,2558,4092,1413,197,1216,3444,1143
5673,2,4,7,74,5,6,2,2,62,6,5,6,4,3,2,4,4,6,2,1,2,2,1,2,2,1,1,1,3,4,5,9,9,2,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
5675,2,4,7,53,3,4,4,4,46,5,5,4,3,3,2,8,4,6,2,2,2,2,1,2,2,1,1,1,5,5,4,3,5,4,3,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
5676,3,4,7,70,4,5,2,2,72,6,6,6,7,2,2,0,100,100,2,1,2,1,1,2,2,1,1,1,2,5,5,9,8,2,4,3,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
5677,3,3,6,56,4,4,4,2,39,6,5,6,5,3,2,4,2,6,2,1,2,1,1,2,2,1,1,1,4,5,5,9,8,2,2,3,3,3,2,2055,3598,3932,1450,161,1289,3236,1469
5678,3,4,7,68,6,5,5,2,54,6,6,6,6,2,2,2,2,8,2,1,2,2,1,2,2,1,1,1,3,5,6,9,9,2,2,2,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
5679,2,2,4,42,2,3,4,4,40,5,6,4,3,3,2,100,3,2,2,1,2,1,2,2,2,2,0,1,4,2,2,7,5,3,2,3,2,4,2,2055,3598,3932,1450,161,1289,3236,1469
5680,2,4,8,67,6,6,2,3,83,6,6,6,7,2,2,6,3,7,2,2,2,1,1,3,2,1,1,1,3,5,6,3,4,4,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
5681,2,4,6,64,5,5,2,2,55,6,5,3,6,2,2,6,3,8,2,1,2,1,1,2,2,1,1,1,5,5,5,3,6,3,2,2,8,5,2,2055,3598,3932,1450,161,1289,3236,1469
5682,2,4,8,44,4,4,6,4,36,5,4,4,5,3,2,4,3,5,2,2,2,2,1,3,2,2,1,1,4,6,3,3,3,5,2,2,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
5684,2,2,6,31,2,2,6,3,56,6,5,2,3,4,2,4,2,3,2,1,1,1,1,2,2,2,1,1,2,4,3,9,5,4,2,3,2,2,2,2206,2286,3943,1332,197,1134,3669,1107
5685,3,4,7,70,5,5,4,2,62,6,5,4,6,2,2,2,2,6,1,2,2,2,1,2,2,1,1,1,4,3,4,9,7,3,2,2,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
5686,3,4,4,63,5,5,3,2,45,6,4,6,3,2,2,2,2,7,2,2,2,2,1,3,2,1,1,1,4,3,5,9,9,2,2,2,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
5687,2,3,7,78,6,6,3,2,66,6,6,6,6,2,2,2,2,100,2,1,2,1,1,2,2,1,1,1,4,5,3,9,9,2,5,2,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
5688,2,4,6,67,6,4,6,2,39,6,6,6,5,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,3,4,2,9,9,2,2,3,7,3,2,1545,2558,4092,1413,197,1216,3444,1143
5690,2,4,8,54,4,4,4,2,45,6,3,2,4,2,2,4,2,3,2,2,2,1,1,2,2,1,1,1,5,6,3,3,4,4,2,2,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
5691,2,4,7,67,6,6,6,2,63,6,5,6,7,2,2,100,100,7,2,2,1,2,1,2,2,1,1,1,5,5,4,9,7,3,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
5693,3,4,5,49,4,4,4,2,55,6,6,6,7,2,2,4,3,7,2,1,2,2,1,2,2,1,1,1,2,6,4,9,9,2,2,3,5,3,2,2055,3598,3932,1450,161,1289,3236,1469
5694,2,4,6,66,4,5,4,2,47,6,5,3,5,2,2,8,4,100,2,1,2,2,1,2,2,1,1,1,2,4,6,9,6,3,3,3,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
5695,2,4,7,68,5,5,2,2,44,6,2,6,6,2,2,7,4,7,2,1,2,1,1,2,2,1,1,1,5,5,5,3,3,5,2,3,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
5697,2,4,7,63,3,3,4,2,64,6,5,3,7,2,2,2,2,6,2,2,2,2,1,2,2,1,1,1,4,4,3,9,9,2,3,3,4,4,2,1545,2558,4092,1413,197,1216,3444,1143
5698,2,4,5,67,5,4,3,2,80,6,5,5,5,2,2,2,2,7,2,1,1,1,1,2,2,1,1,1,2,0,3,7,4,4,2,2,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
5699,2,4,7,62,5,4,5,3,49,6,5,2,5,2,2,100,2,8,2,2,2,2,1,2,2,1,1,1,4,4,6,9,7,3,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
5700,2,4,4,51,4,3,5,3,51,6,6,5,6,3,2,100,100,100,2,2,2,1,1,3,2,1,1,1,4,5,4,3,5,4,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
5702,2,4,6,54,4,5,4,4,37,6,5,6,5,2,2,6,3,7,2,2,2,2,1,2,2,1,1,1,4,4,5,3,5,3,2,2,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
5704,2,4,6,61,5,5,5,2,50,6,5,6,6,2,2,100,2,6,2,1,2,2,1,2,2,1,1,1,3,4,3,9,9,2,2,3,7,3,2,2206,2286,3943,1332,197,1134,3669,1107
5705,2,4,4,96,6,6,2,2,56,6,5,6,7,2,2,6,4,7,2,1,2,2,1,2,2,2,1,1,4,5,6,9,9,2,2,2,10,3,2,2055,3598,3932,1450,161,1289,3236,1469
5707,2,4,7,70,4,5,2,2,56,6,5,5,4,2,2,0,100,100,2,2,2,2,1,3,2,1,1,2,3,3,3,9,9,2,2,3,5,2,2,1545,2558,4092,1413,197,1216,3444,1143
5708,2,4,7,64,5,5,3,3,50,6,5,6,6,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,4,5,5,5,7,3,2,3,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
5709,2,4,5,60,4,4,3,2,56,6,5,6,6,2,2,3,2,7,2,1,1,1,1,2,2,1,1,1,4,4,3,3,6,3,2,2,5,5,2,3687,2754,4249,1438,289,1149,3566,2370
5710,2,4,8,68,6,4,2,2,56,6,6,5,7,2,2,3,2,7,2,1,1,1,1,2,2,1,1,1,3,5,3,9,7,3,2,3,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
5711,3,4,6,75,5,5,2,2,57,6,6,5,6,2,2,100,100,5,2,1,2,2,1,2,2,1,1,1,4,3,4,9,9,2,2,2,4,3,2,2206,2286,3943,1332,197,1134,3669,1107
5712,3,4,8,86,6,6,6,2,78,6,5,6,7,2,2,6,2,8,2,1,2,1,1,4,2,1,1,1,6,6,6,3,7,3,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
5715,3,4,6,64,4,4,3,2,59,6,6,6,6,2,2,2,2,6,2,1,2,2,1,2,2,1,1,1,2,5,6,3,7,3,2,3,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
5717,2,4,4,67,4,5,2,2,55,6,5,5,5,2,2,5,3,7,2,2,2,1,1,2,2,1,1,1,0,4,4,3,5,4,2,3,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
5718,2,4,7,59,5,5,4,3,58,6,6,5,6,3,2,6,3,2,1,2,2,2,1,2,2,1,1,1,4,5,6,9,9,2,2,3,5,4,2,2206,2286,3943,1332,197,1134,3669,1107
5719,2,4,8,72,6,5,3,2,53,6,5,6,3,2,2,4,3,5,2,2,2,2,1,2,2,1,1,1,2,4,4,9,8,2,2,3,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
5720,2,4,7,32,2,3,6,6,17,6,2,2,2,4,2,8,3,4,2,1,2,1,1,2,2,1,1,1,3,4,5,3,4,5,2,3,6,5,2,2206,2286,3943,1332,197,1134,3669,1107
5722,3,4,7,79,5,5,2,2,51,6,2,6,4,0,2,2,2,8,2,2,2,1,1,2,2,1,2,1,3,4,3,9,8,2,2,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
5723,3,4,5,58,4,4,4,2,47,6,4,6,4,2,2,3,3,100,2,2,2,1,1,2,2,1,1,1,4,0,5,100,7,3,2,3,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
5727,2,3,7,48,4,3,5,3,34,6,3,5,6,3,2,2,2,7,2,2,2,2,1,2,2,1,1,1,4,5,4,3,7,3,2,2,3,4,2,1545,2558,4092,1413,197,1216,3444,1143
5728,2,2,5,44,5,5,5,4,42,4,4,4,5,3,2,4,3,4,1,1,1,1,1,3,2,2,2,1,5,4,3,2,7,3,3,2,2,4,2,1545,2558,4092,1413,197,1216,3444,1143
