index,sample,fpl,SWB_2,FWBscore,FWB1_1,FWB1_2,FWB1_5,FWB2_3,FSscore,MANAGE1_1,MANAGE1_2,MANAGE1_3,SAVEHABIT,ENDSMEET,HOUSING,HOUSERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_5,PRODUSE_1,VOLATILITY,MATHARDSHIP_3,COLLECT,REJECTED_1,SHOCKS_8,MATERIALISM_3,HEALTH,PPEDUC,EMPLOY,agecat,generation,PPETHM,PPGENDER,PPINCIMP,PPMARIT,Util_cutoff_no_pay,Property taxes Mean,Mortgage interest and charges Mean,"Utilities, fuels, and public services Mean",Telephone services Mean,"Residential phone service, VOIP, and phone cards Mean",Cellular phone service Mean,Health insurance Mean,Education Mean
1010,2,4,5,57,4,3,4,2,49,6,5,6,5,2,2,2,2,7,2,2,2,2,1,2,2,1,1,1,3,5,3,9,7,3,2,3,9,3,2,2055,3598,3932,1450,161,1289,3236,1469
1011,2,4,8,96,6,6,2,2,86,6,6,6,7,2,2,2,2,8,2,1,2,1,1,2,2,1,1,1,4,4,4,9,9,2,2,2,9,3,2,2055,3598,3932,1450,161,1289,3236,1469
1012,2,3,2,27,2,2,6,4,22,6,4,2,2,3,2,0,0,3,2,1,1,1,1,2,2,1,1,1,2,4,2,7,7,3,4,3,3,2,2,1545,2558,4092,1413,197,1216,3444,1143
1013,3,4,5,74,5,6,6,2,63,6,6,6,6,2,2,6,2,7,2,1,2,2,1,2,2,1,1,1,4,4,6,9,9,2,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
1015,2,4,6,64,4,5,5,2,52,6,6,6,4,2,2,2,0,7,2,1,1,1,1,2,2,1,1,1,3,4,4,9,9,2,2,3,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
1016,2,4,7,62,4,5,4,2,52,5,4,4,6,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,2,5,3,9,9,2,2,3,8,5,2,1545,2558,4092,1413,197,1216,3444,1143
1017,2,4,4,62,4,4,5,2,55,6,4,6,7,2,2,8,2,8,2,2,2,2,1,2,2,1,1,1,3,4,3,9,7,3,2,3,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
1019,2,4,7,53,4,3,6,2,40,6,5,6,3,2,2,2,2,6,2,1,2,2,1,2,2,1,1,1,4,5,5,9,9,2,2,3,5,3,2,2055,3598,3932,1450,161,1289,3236,1469
1020,2,4,7,52,5,4,3,3,55,5,4,5,4,3,2,2,2,6,2,2,1,1,1,2,2,1,1,1,4,4,6,9,8,2,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
1022,2,4,8,65,5,6,3,2,68,6,5,6,6,2,2,7,3,7,2,1,2,1,1,3,2,1,1,1,5,5,4,5,4,4,2,3,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
1023,2,3,6,59,5,4,3,2,48,6,5,4,5,2,2,4,2,5,2,1,1,1,1,2,2,1,1,1,3,6,2,3,6,3,5,3,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
1026,2,3,7,57,4,4,5,3,53,5,6,5,6,2,2,2,2,4,2,2,2,1,1,3,2,9,1,1,4,5,4,5,7,3,2,3,3,4,2,2206,2286,3943,1332,197,1134,3669,1107
1027,3,4,8,67,4,4,2,3,56,6,5,5,7,2,2,5,3,6,2,1,2,2,1,2,2,1,1,1,3,5,3,9,7,3,2,3,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
1028,2,4,3,37,2,2,6,4,42,5,5,3,2,4,2,6,4,4,2,2,2,1,1,3,2,1,1,1,3,3,5,7,5,3,2,3,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
1030,3,3,4,63,5,2,5,2,55,6,5,6,6,2,2,2,2,6,2,1,1,1,1,2,2,1,1,1,2,3,4,9,7,3,2,2,3,4,2,1545,2558,4092,1413,197,1216,3444,1143
1032,2,4,5,81,5,4,2,2,86,6,6,6,2,2,2,2,2,8,2,1,2,1,1,2,2,1,1,1,2,5,4,9,7,3,2,3,5,6,2,1545,2558,4092,1413,197,1216,3444,1143
1033,3,4,6,51,2,3,3,4,45,5,5,5,6,4,2,2,100,100,1,1,2,1,1,0,2,1,1,1,4,4,3,9,9,2,2,3,3,3,2,3687,2754,4249,1438,289,1149,3566,2370
1034,2,4,7,50,4,4,4,3,41,5,5,6,7,2,2,7,99,8,2,1,1,1,1,2,2,1,1,1,4,5,5,3,4,5,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
1035,2,4,7,71,5,5,3,2,47,6,6,6,7,2,2,2,2,8,2,1,2,2,1,2,2,1,1,1,3,5,3,9,8,2,2,3,8,3,2,3687,2754,4249,1438,289,1149,3566,2370
1036,3,3,7,60,6,5,5,2,56,6,6,6,6,2,2,3,2,100,2,2,2,2,1,2,2,1,1,1,4,5,3,9,9,2,2,3,3,2,2,3687,2754,4249,1438,289,1149,3566,2370
1037,2,4,7,49,3,4,4,4,43,3,3,5,4,2,2,99,100,99,1,1,1,1,1,3,3,1,1,1,5,5,4,2,2,5,2,3,8,5,2,3687,2754,4249,1438,289,1149,3566,2370
1038,2,4,4,19,2,2,6,6,39,6,4,2,4,3,2,3,3,5,2,2,2,2,1,3,2,2,1,1,3,4,4,3,5,3,2,2,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
1040,2,4,5,50,4,4,4,4,44,4,3,2,5,3,2,4,3,4,2,1,2,1,1,3,2,2,2,1,2,3,4,3,3,5,2,2,7,2,3,1545,2558,4092,1413,197,1216,3444,1143
1041,2,4,6,68,6,6,2,2,71,6,5,6,6,2,2,3,2,7,2,2,2,2,1,2,2,1,1,1,3,6,5,3,6,3,2,2,10,2,2,2206,2286,3943,1332,197,1134,3669,1107
1042,2,3,7,69,4,4,3,2,46,6,5,6,5,2,2,3,2,6,1,2,2,1,1,2,2,1,1,1,4,4,4,9,8,2,2,3,3,3,2,2206,2286,3943,1332,197,1134,3669,1107
1044,2,4,8,77,6,6,2,2,66,6,5,6,7,2,2,2,2,6,2,2,2,1,1,2,2,1,1,1,3,5,4,3,6,3,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
1045,3,4,7,61,5,5,3,2,57,6,5,6,7,2,2,99,2,8,2,2,2,1,1,2,2,1,1,1,4,5,4,3,7,3,2,3,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
1046,3,4,6,70,5,5,2,2,59,6,5,3,6,2,2,3,3,5,2,2,2,2,1,2,2,1,1,1,3,5,6,9,8,3,2,2,5,4,2,2055,3598,3932,1450,161,1289,3236,1469
1047,2,4,7,55,5,5,4,3,40,6,4,3,5,2,2,5,100,100,2,2,2,1,1,2,2,1,1,1,2,5,4,8,5,3,2,2,10,4,2,1545,2558,4092,1413,197,1216,3444,1143
1048,3,4,7,62,4,4,4,2,79,6,3,6,7,2,2,100,100,100,2,2,2,1,1,2,2,1,1,1,4,4,5,3,7,3,4,2,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
1049,2,4,7,62,5,4,3,4,48,6,6,3,6,2,2,6,2,6,2,2,2,2,1,2,2,1,1,1,4,5,6,5,4,4,5,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
1051,2,4,8,49,4,3,4,3,55,6,5,6,5,2,2,7,3,100,2,2,2,1,1,3,2,1,1,1,4,4,5,2,5,4,3,2,9,5,2,3687,2754,4249,1438,289,1149,3566,2370
1054,2,4,6,58,4,4,4,2,52,6,4,6,7,2,2,5,3,6,2,2,2,1,1,2,2,1,1,1,2,4,5,3,5,4,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
1055,3,3,6,57,4,4,3,3,56,6,5,5,7,3,2,4,3,5,2,2,2,1,1,2,2,1,1,1,3,4,6,9,8,3,2,2,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
1057,2,4,7,78,6,6,2,2,61,6,5,5,7,2,2,100,2,8,2,2,2,1,1,3,2,1,1,1,3,6,6,9,7,3,2,2,10,6,2,1545,2558,4092,1413,197,1216,3444,1143
1058,2,4,7,54,5,4,5,2,56,6,6,2,4,3,2,3,3,5,2,1,2,2,1,2,2,1,1,1,4,5,5,9,8,2,2,3,4,2,2,2055,3598,3932,1450,161,1289,3236,1469
1059,2,4,8,67,5,6,2,2,65,6,5,2,6,2,2,6,3,6,2,2,2,1,1,3,2,1,1,1,3,5,5,3,3,5,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
1060,3,4,5,43,3,3,5,3,33,6,3,4,3,3,2,100,100,100,2,2,1,2,1,2,2,1,1,1,3,4,5,9,8,2,2,3,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
1061,3,4,5,60,5,4,4,2,45,6,6,6,6,2,2,8,2,6,2,1,2,1,1,2,2,1,1,1,3,4,3,9,7,3,2,2,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
1062,2,4,7,69,5,5,2,2,58,6,6,6,7,2,2,2,2,8,2,2,2,1,1,3,2,1,1,1,2,5,5,2,6,3,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
1063,2,4,7,57,4,4,3,3,56,6,5,4,6,2,2,6,4,4,2,2,2,1,1,2,2,1,1,1,2,5,5,3,4,4,2,2,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
1064,2,4,7,59,5,4,3,3,54,6,5,6,6,2,2,100,100,100,2,2,2,2,1,2,2,1,1,1,4,6,6,3,6,3,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
1065,3,3,4,34,2,3,5,4,38,6,5,2,5,4,2,2,2,4,2,2,2,2,1,2,2,2,1,1,4,2,4,9,8,3,2,2,3,2,2,3687,2754,4249,1438,289,1149,3566,2370
1067,2,4,8,43,2,3,6,4,54,6,4,2,4,3,2,5,3,5,2,2,2,2,1,2,2,1,2,1,5,5,5,3,6,3,2,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
1069,2,4,7,65,4,5,3,2,59,6,6,4,6,2,2,4,2,7,2,2,2,1,1,2,2,1,1,1,4,5,3,2,6,3,2,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
1070,3,2,7,65,2,4,4,2,45,6,5,6,3,3,2,3,2,4,2,2,2,1,1,2,2,1,1,1,2,5,3,9,9,2,2,3,2,2,2,2055,3598,3932,1450,161,1289,3236,1469
1071,3,4,7,81,6,5,2,2,56,6,6,6,6,2,2,2,2,8,2,1,2,2,1,2,2,1,1,1,4,4,6,9,7,3,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
1076,3,4,7,63,4,5,3,3,54,6,5,6,6,2,2,100,100,8,2,2,2,2,1,2,2,1,1,1,4,4,4,9,7,3,2,2,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
1077,2,4,7,68,4,4,3,2,50,6,6,6,6,2,2,2,2,100,2,2,2,1,1,2,2,1,1,1,4,5,3,5,8,2,2,3,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
1078,2,4,8,35,2,2,6,5,53,5,4,4,5,3,2,5,2,5,2,1,1,1,1,2,2,1,1,1,3,5,3,2,5,4,2,2,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
1080,2,4,6,44,3,4,5,4,53,4,4,2,4,3,2,6,4,4,2,1,1,1,2,3,2,1,1,1,3,4,5,3,6,3,3,2,8,4,2,2055,3598,3932,1450,161,1289,3236,1469
1081,2,3,7,44,4,5,6,5,61,6,4,6,6,3,2,99,99,100,2,1,1,1,1,3,3,9,2,1,5,5,3,4,2,5,4,2,4,5,3,1545,2558,4092,1413,197,1216,3444,1143
1082,2,4,6,59,4,4,3,3,44,6,6,6,6,3,2,2,2,7,1,1,1,1,2,2,2,1,1,1,3,4,4,4,5,3,2,3,9,5,2,2206,2286,3943,1332,197,1134,3669,1107
1083,3,2,6,63,4,5,4,3,51,5,5,3,5,3,2,100,100,6,2,2,2,2,1,2,2,1,1,1,3,4,3,9,9,2,2,3,2,2,2,3687,2754,4249,1438,289,1149,3566,2370
1085,2,4,6,51,4,5,4,3,56,6,5,6,7,2,2,8,4,8,2,2,2,2,1,3,2,1,1,1,4,5,6,3,5,4,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
1086,2,4,7,76,6,5,2,2,62,6,5,6,7,2,2,8,4,8,2,2,2,2,1,2,2,1,1,1,4,5,4,9,6,3,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
1087,2,4,6,46,4,2,5,3,49,6,4,6,4,3,2,100,3,7,2,2,2,1,1,3,3,1,1,1,3,5,3,3,6,3,2,2,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
1088,3,4,6,50,4,5,5,4,59,6,6,6,7,3,2,2,2,5,2,2,1,2,1,2,2,1,1,1,3,3,6,9,8,2,2,3,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
1090,3,3,3,40,2,2,2,6,23,5,3,3,2,4,2,4,2,2,2,2,2,1,1,3,3,2,2,1,0,3,3,9,8,2,2,3,2,4,2,3687,2754,4249,1438,289,1149,3566,2370
1091,2,4,6,41,2,4,6,5,39,2,4,2,2,3,2,5,3,4,2,2,2,2,1,2,2,2,1,1,3,4,5,3,5,4,5,3,6,4,3,1545,2558,4092,1413,197,1216,3444,1143
1092,3,4,6,64,4,5,3,2,56,6,5,6,7,2,2,7,3,6,2,2,2,2,1,2,2,1,1,1,3,4,4,9,8,3,2,3,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
1093,3,4,6,61,4,4,3,2,70,6,6,4,7,2,2,4,2,6,2,2,2,2,1,2,2,2,1,1,2,5,6,9,7,3,3,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
1094,3,4,6,70,6,6,6,2,65,6,6,6,7,2,2,3,2,100,2,2,2,2,1,2,2,1,1,2,3,5,4,9,9,2,2,3,9,3,2,3687,2754,4249,1438,289,1149,3566,2370
1095,2,4,8,62,5,5,2,3,58,6,4,2,5,2,2,8,2,6,2,2,2,1,1,2,2,1,1,1,2,6,6,2,5,3,2,2,10,2,2,3687,2754,4249,1438,289,1149,3566,2370
1096,2,4,3,49,3,3,3,5,38,4,4,3,4,3,2,5,2,2,2,1,2,1,1,3,2,2,2,1,4,4,5,9,7,3,3,3,8,4,2,3687,2754,4249,1438,289,1149,3566,2370
1097,3,4,5,57,5,4,5,2,55,6,6,6,7,2,2,0,0,8,2,2,2,2,1,2,2,1,1,1,2,5,4,5,9,2,2,3,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
1098,3,4,8,51,4,3,4,2,51,6,4,6,5,2,2,2,3,5,2,2,2,1,1,2,2,1,1,1,2,5,4,9,9,2,2,2,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
1099,2,4,5,46,2,2,5,4,42,6,5,6,6,3,2,6,3,4,2,2,2,1,1,2,2,1,1,1,4,2,4,9,7,3,2,2,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
1103,2,4,7,54,4,5,4,3,54,6,4,5,6,2,2,6,3,6,2,2,2,2,1,2,2,1,1,1,4,5,3,3,5,4,2,2,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
1104,2,4,6,48,3,4,4,4,44,6,5,6,5,3,2,2,2,7,2,1,2,2,1,4,2,1,1,1,0,5,3,9,6,3,2,3,6,2,2,2055,3598,3932,1450,161,1289,3236,1469
1105,2,4,3,50,2,4,4,4,41,5,4,3,4,3,2,100,100,100,2,1,1,2,1,2,2,1,1,1,2,3,6,3,8,2,2,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
1107,2,4,8,73,6,6,3,2,86,6,6,6,7,2,2,8,4,8,2,2,2,1,1,2,2,1,1,1,5,5,5,3,5,4,2,2,9,6,2,1545,2558,4092,1413,197,1216,3444,1143
1108,2,4,8,80,6,6,2,2,80,6,6,6,7,2,2,2,2,8,2,1,1,1,1,2,2,1,1,1,4,6,5,3,6,3,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
1109,2,4,8,70,4,6,2,2,53,6,5,6,7,2,2,2,2,7,2,1,2,2,1,2,2,1,1,1,3,5,4,9,6,3,2,2,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
1110,2,4,8,56,4,4,3,3,47,6,6,6,5,2,2,4,2,6,2,2,2,2,1,2,2,1,1,1,3,4,3,2,5,3,2,3,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
1113,3,4,7,78,6,6,2,2,53,6,6,6,7,2,2,100,2,7,2,1,2,1,1,2,2,1,1,1,3,5,6,9,8,3,2,3,10,4,2,2055,3598,3932,1450,161,1289,3236,1469
1115,2,4,7,86,6,6,6,2,53,6,6,6,6,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,3,5,5,9,9,2,2,3,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
1116,2,4,8,63,5,4,3,3,62,6,5,6,7,2,2,4,3,6,2,2,2,1,1,2,2,1,1,1,3,6,5,5,4,4,2,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
1117,2,4,6,63,5,5,2,3,50,6,5,6,5,2,2,8,4,7,1,2,2,1,1,3,2,1,1,1,4,5,5,2,5,3,2,3,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
1118,2,4,8,80,6,6,2,2,58,6,6,6,6,2,2,6,3,8,2,1,2,1,1,4,2,1,1,1,2,5,2,2,5,4,2,2,10,4,2,3687,2754,4249,1438,289,1149,3566,2370
1119,2,4,7,60,5,5,3,3,57,6,5,6,7,2,2,7,4,5,2,2,2,2,1,2,2,1,1,1,5,5,5,3,4,4,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
1120,3,4,7,62,4,4,4,2,61,6,6,6,5,2,2,100,100,100,2,1,2,2,1,2,2,1,1,1,2,5,4,9,9,2,2,2,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
1121,2,4,6,65,5,5,3,2,52,6,5,6,6,2,2,3,2,8,2,2,2,1,1,2,2,1,1,1,4,5,5,9,7,3,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
1123,2,4,8,47,4,4,5,4,57,5,4,4,6,2,2,8,2,3,2,2,2,2,1,2,2,1,1,1,6,4,3,3,5,3,2,2,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
1124,2,4,7,61,6,5,3,2,54,6,4,6,7,2,2,100,4,100,2,2,2,1,1,2,2,1,1,1,4,4,5,3,3,5,4,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
1125,3,4,7,78,5,5,3,2,45,6,5,6,6,2,2,2,2,8,2,1,2,2,1,2,2,1,1,1,4,3,3,9,7,3,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
1126,2,4,5,60,4,4,3,2,50,6,6,6,6,2,2,6,4,100,1,1,2,1,1,2,2,1,1,1,3,4,5,3,5,4,2,2,9,5,2,2055,3598,3932,1450,161,1289,3236,1469
1127,3,4,7,80,4,5,2,2,53,6,6,6,5,2,2,4,3,7,2,1,2,2,1,2,2,1,1,1,3,5,4,9,8,2,2,3,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
1128,2,4,4,39,2,3,6,4,38,6,3,2,3,3,2,5,3,5,2,1,2,2,1,2,2,1,2,1,3,4,6,3,6,3,2,3,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
1131,3,4,8,68,5,5,6,2,69,6,5,4,4,2,2,6,3,5,2,1,2,1,1,3,2,1,1,1,4,5,4,9,9,2,2,2,5,3,2,2206,2286,3943,1332,197,1134,3669,1107
1132,2,4,6,62,4,4,4,3,43,6,5,3,4,2,2,4,2,6,2,2,1,2,1,2,2,1,1,1,4,4,4,9,9,2,2,2,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
1136,2,4,8,59,4,4,3,3,57,6,5,6,6,2,2,6,3,6,2,2,2,2,1,2,2,1,1,1,2,5,4,5,4,4,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
1140,2,4,8,59,4,4,3,3,53,6,5,5,3,2,2,8,4,7,2,1,1,1,1,4,2,1,1,1,3,4,3,5,4,4,2,3,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
1141,2,4,5,48,3,2,5,2,35,6,2,4,6,3,2,100,100,100,2,2,2,2,1,2,2,1,1,1,4,4,4,9,8,2,3,3,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
1142,2,4,7,96,6,6,2,2,53,6,6,6,7,2,2,2,2,8,2,1,2,1,1,2,2,1,1,1,3,4,5,9,7,3,2,3,10,3,2,3687,2754,4249,1438,289,1149,3566,2370
1143,2,4,7,47,4,4,4,4,33,5,4,5,4,3,2,6,99,5,2,2,2,2,1,3,2,1,1,1,3,5,6,3,3,5,2,3,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
1144,2,4,7,60,6,5,3,2,70,6,6,6,6,2,2,4,2,8,2,2,2,2,1,2,2,1,1,1,5,5,4,9,6,3,2,2,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
1145,2,4,8,56,4,4,4,4,81,5,5,4,6,3,2,5,99,100,2,2,2,2,1,2,2,1,1,1,4,4,3,3,7,3,3,3,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
1146,2,4,6,58,4,5,4,2,44,5,5,4,5,3,2,6,3,2,1,2,2,1,1,2,2,1,1,1,4,5,3,3,4,5,5,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
1147,3,4,6,60,5,4,3,3,53,6,6,6,6,2,2,7,4,7,2,2,1,1,1,2,2,1,1,1,3,4,6,4,7,3,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
1148,2,4,6,65,6,5,2,3,54,6,5,6,4,2,2,2,2,6,1,1,1,1,1,2,2,1,1,1,3,4,5,9,9,2,2,3,6,3,2,2206,2286,3943,1332,197,1134,3669,1107
1149,2,3,8,56,4,4,4,4,61,5,6,5,6,3,2,2,2,5,2,1,2,1,1,3,2,2,1,1,2,5,4,9,8,2,2,2,3,2,2,2055,3598,3932,1450,161,1289,3236,1469
1151,2,4,8,64,4,4,4,2,57,6,6,6,7,2,2,100,2,100,2,2,2,1,1,4,2,1,1,1,2,5,3,9,7,3,2,3,5,3,2,3687,2754,4249,1438,289,1149,3566,2370
1153,2,4,5,57,4,5,5,2,40,6,6,6,7,2,2,6,100,100,2,2,2,2,1,2,2,1,0,1,4,5,5,9,9,2,2,3,9,3,2,1545,2558,4092,1413,197,1216,3444,1143
1154,2,4,5,66,4,5,3,2,70,6,6,6,7,2,2,2,2,7,2,1,2,1,1,2,2,1,1,1,3,6,6,3,5,4,4,2,7,4,2,1545,2558,4092,1413,197,1216,3444,1143
1155,2,4,6,50,4,4,4,3,50,6,5,3,6,2,2,6,3,4,2,2,2,2,1,2,2,1,1,1,3,5,5,3,3,5,4,2,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
1156,2,4,8,71,5,4,3,2,65,6,6,5,7,2,2,7,4,5,2,2,1,2,1,2,2,1,1,1,2,5,6,3,4,4,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
1157,2,4,4,63,5,4,3,3,61,6,6,6,6,2,2,2,2,8,2,2,2,1,1,3,2,1,1,1,3,2,6,9,9,2,2,2,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
1158,2,4,5,74,2,2,2,2,45,5,5,4,5,3,2,100,100,100,1,1,1,1,2,2,2,1,1,1,4,5,2,2,3,5,2,2,5,5,2,2055,3598,3932,1450,161,1289,3236,1469
1160,3,4,2,85,4,5,2,2,68,6,6,6,6,2,2,8,4,7,2,1,1,1,1,3,2,1,1,1,2,5,3,2,7,3,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
1161,2,4,6,54,3,4,4,2,48,6,6,6,7,2,2,7,4,7,2,1,2,2,1,2,2,1,1,1,2,2,6,9,7,3,2,2,8,4,2,2055,3598,3932,1450,161,1289,3236,1469
1163,2,4,4,55,4,4,3,3,47,6,6,6,5,2,2,4,3,6,2,1,1,1,1,2,2,1,1,1,4,4,4,3,4,4,2,2,4,2,2,2055,3598,3932,1450,161,1289,3236,1469
1164,2,4,7,74,4,6,2,2,59,6,6,6,6,2,2,100,100,100,2,2,2,2,1,2,2,1,1,1,2,4,4,9,7,3,2,3,10,2,2,3687,2754,4249,1438,289,1149,3566,2370
1166,2,4,6,67,5,5,3,2,62,6,5,6,7,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,4,3,3,9,9,2,4,3,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
1167,3,4,5,52,4,4,4,3,48,6,5,6,6,2,2,2,2,6,2,1,2,1,1,2,2,1,1,1,4,4,4,9,8,2,2,3,4,3,2,1545,2558,4092,1413,197,1216,3444,1143
1168,2,4,6,81,5,5,2,2,59,6,5,6,6,2,2,8,3,8,2,1,2,2,1,2,2,1,1,1,3,5,5,3,6,3,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
1169,2,4,7,50,4,4,4,3,40,5,4,2,6,3,2,4,2,3,2,1,2,1,1,3,2,1,1,1,3,5,5,3,6,3,2,3,6,2,2,2055,3598,3932,1450,161,1289,3236,1469
1170,2,4,4,49,3,4,4,6,46,4,5,3,3,4,2,8,4,5,2,1,2,1,2,4,3,2,1,1,2,5,4,3,6,3,4,2,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
1171,3,4,5,64,4,4,3,2,46,6,6,6,6,2,2,2,2,3,2,1,2,1,1,2,2,1,1,1,5,3,3,9,7,3,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
1172,2,4,7,76,5,5,2,2,58,6,6,6,6,2,2,4,2,8,2,1,1,1,1,2,2,1,1,1,4,5,5,7,8,3,2,2,8,5,2,3687,2754,4249,1438,289,1149,3566,2370
1173,2,4,8,37,3,5,6,6,42,2,2,2,7,3,2,2,2,4,2,1,1,1,1,2,2,2,2,1,3,5,3,3,3,5,2,3,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
1175,2,4,7,58,6,4,3,2,49,6,6,5,5,2,2,5,99,6,2,2,1,1,1,3,2,1,1,1,3,4,4,3,6,3,5,2,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
1176,2,4,4,51,3,4,4,3,47,6,3,4,5,3,2,5,3,4,2,2,2,2,1,2,2,1,1,1,2,2,6,3,5,3,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
1177,2,4,6,53,5,4,5,3,45,6,3,3,4,3,2,7,3,5,2,2,2,2,1,2,2,1,1,1,4,4,4,3,5,3,2,2,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
1179,2,4,6,54,4,4,3,3,51,6,6,6,7,2,2,100,100,100,2,2,2,2,1,2,2,1,1,1,3,5,4,9,7,3,2,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
1181,3,3,8,70,5,5,3,2,78,6,6,6,7,2,2,2,2,6,2,1,2,1,1,4,2,1,1,1,2,5,6,9,7,3,2,3,3,2,2,1545,2558,4092,1413,197,1216,3444,1143
1183,3,4,8,60,4,5,5,2,43,6,6,6,6,2,2,6,2,6,2,2,2,2,1,2,2,1,1,1,3,5,5,9,9,2,2,2,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
1184,2,4,8,52,4,4,4,4,46,5,4,3,4,3,2,8,4,100,2,2,2,1,1,3,2,1,1,1,4,4,4,5,4,4,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
1185,2,4,7,61,5,5,5,2,59,6,4,6,7,2,2,100,100,7,2,2,2,2,1,3,2,1,1,1,4,4,3,9,9,2,2,2,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
1186,3,4,8,76,6,4,2,2,54,6,6,6,6,2,2,100,100,100,2,2,2,2,1,2,2,1,1,1,3,5,3,9,8,2,5,3,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
